,current SCA,min SCA,max SCA,mean SCA
2022-10-26,8.334262793082624,4.455165764912193,62.95154725397269,23.557561926355834
2022-10-27,5.866240729403441,4.7438342007697765,68.7630713757669,22.918907958238385
2022-10-28,6.888258470563335,5.906257953644321,63.35718434802807,22.378208919139684
2022-10-29,7.009017295219609,7.55584241535955,57.95129732028924,22.497732560677896
2022-10-30,7.129776119875883,7.824420438358456,54.81852379679881,23.254160735091293
2022-10-31,10.647175258867026,7.62024326233976,51.68575027330837,23.817168226809887
2022-11-01,14.164574397858168,8.578460200125605,51.85825648482198,25.063594420773647
2022-11-02,17.681973536849313,8.958763926607059,62.28020635351616,26.231509051815152
2022-11-03,21.19937267584045,9.339067653088511,62.678355844856014,27.00896953072928
2022-11-04,24.716771814831596,11.808857983819516,63.07650533619588,28.025158827458682
2022-11-05,28.23417095382274,13.740618658535276,63.47465482753574,29.60874101434424
2022-11-06,31.75157009281388,14.300883877397371,60.95892744586975,31.1668548825157
2022-11-07,35.26896923180502,13.70197662503527,57.72053811812017,32.68021986414389
2022-11-08,33.75126622596103,13.871077118527674,58.08519696854069,34.338422005336085
2022-11-09,32.23356322011705,12.395685270388732,65.67459085465916,35.78843365228773
2022-11-10,30.71586021427306,10.513761074286204,66.04818461485728,36.113888837978664
2022-11-11,30.817657061487694,10.15664805923851,69.25236346763627,37.37802637641738
2022-11-12,30.919453908702327,10.195507785354184,72.45654232041527,38.29881483894587
2022-11-13,31.021250755916956,11.378092053460954,75.66072117319426,39.42613099555488
2022-11-14,31.12304760313159,12.036686584704572,78.86490002597326,41.01525813800536
2022-11-15,31.22484445034622,12.695281115948191,77.75624516358816,41.515564003213015
2022-11-16,31.326641297560855,13.35387564719181,76.64759030120305,41.93718023101753
2022-11-17,31.428438144775484,11.284047011069577,75.53893543881796,41.99649820122954
2022-11-18,31.530234991990117,9.214218374947343,74.43028057643286,41.590911187910244
2022-11-19,31.63203183920475,15.770327825700464,73.32162571404776,42.107895107024035
2022-11-20,29.400341717460933,14.25987876708412,72.21297085166266,43.36897571551024
2022-11-21,27.168651595717115,15.136619026255635,71.10431598927755,44.338675477173375
2022-11-22,45.15082555855514,15.321727166895968,69.99566112689246,44.824147141587744
2022-11-23,63.13299952139316,16.798774104334584,68.88700626450736,45.11359416958969
2022-11-24,56.524009362993255,13.77776915966984,69.83012985949853,44.77306796328839
2022-11-25,49.91501920459334,14.619735663082436,71.49600921934355,45.594851373100695
2022-11-26,43.30602904619344,11.948927418663772,74.55864834364206,46.80615438896743
2022-11-27,48.9510141853374,14.093120518948446,77.62128746794056,48.079811208697706
2022-11-28,50.5115701785665,14.49693830565046,77.19184401222081,49.125517066839954
2022-11-29,52.072126171795595,14.942119683936731,76.76240055650105,50.03699707800109
2022-11-30,53.6326821650247,16.53555664107829,76.3329571007813,50.42967906974145
2022-12-01,55.1932381582538,14.53914858353028,81.78009665799223,51.26713364221477
2022-12-02,56.75379415148289,18.905360659640312,75.4740701893418,51.96553950178158
2022-12-03,58.314350144711995,24.48017796751836,79.1529132882967,53.87448357017089
2022-12-04,59.874906137941096,28.038942363048854,83.80443201215157,54.53417880772217
2022-12-05,61.43546213117019,21.73466294924516,82.86472255151362,54.24774997548279
2022-12-06,62.99601812439929,25.408730398982865,81.9250130908757,54.78306619436281
2022-12-07,60.40915979966075,20.27109164753361,80.98530363023775,54.89853630136004
2022-12-08,56.88531201007506,25.25517017150687,80.04559416959981,55.87250429662466
2022-12-09,60.929199710015574,23.800514153757327,86.70431241837018,56.33001578368843
2022-12-10,64.97308740995608,22.345858136007784,85.85700058666886,57.350774643840964
2022-12-11,69.01697510989659,21.3817044473925,85.00968875496756,57.82841067922777
2022-12-12,73.0608628098371,20.417550758777217,84.16237692326624,58.68784191055863
2022-12-13,74.43138146676375,19.453397070161934,83.31506509156493,58.834224553173954
2022-12-14,75.8019001236904,18.48924338154665,82.55861641492639,59.20634063956102
2022-12-15,77.17241878061706,19.37076450309701,85.33085125377214,59.00096922009247
2022-12-16,78.54293743754371,20.25228562464737,80.77312959646099,57.901896966746264
2022-12-17,79.91345609447036,21.13380674619773,79.92581776475967,58.14819598277302
2022-12-18,70.97152379094834,22.01532786774809,79.07850593305837,58.13374936488948
2022-12-19,69.29598009599466,22.89684898929845,78.23119410135705,58.420495859839455
2022-12-20,67.62043640104099,22.955603096535143,77.38388226965573,59.04767079781923
2022-12-21,65.94489270608733,25.798173792515534,76.53657043795442,58.254987845827785
2022-12-22,64.26934901113366,28.64074448849593,75.6892586062531,58.43096217393919
2022-12-23,62.59380531617998,19.96681662286758,75.08125040925827,57.450243506534015
2022-12-24,60.91826162122631,21.762322788214338,75.29798755383923,57.599890456903495
2022-12-25,59.24271792627264,19.2909533861076,75.51472469842021,58.0072392495695
2022-12-26,58.420012474581846,17.94569092637946,76.39391726766095,58.864675106355435
2022-12-27,57.59730702289106,19.918462687344785,77.98959434192342,60.08726637871409
2022-12-28,56.774601571200265,17.095778667251604,78.67497823154075,60.62744126630681
2022-12-29,55.95189611950947,19.2670126915795,81.05202407176726,61.10416025911136
2022-12-30,55.12919066781868,16.50756912025595,83.42906991199379,61.39351657300803
2022-12-31,54.30648521612789,18.96049974961553,83.7163649586257,61.73843174987443
2023-01-01,53.483779764437095,21.41343037897511,82.14275906106771,61.48532564034535
2023-01-02,52.66107431274631,23.633028182792764,83.1147177047957,62.46374774574453
2023-01-03,51.838368861055514,25.852625986610416,86.7579908675799,62.996571524441286
2023-01-04,51.01566340936472,28.07222379042807,82.75021798744801,62.02579014520802
2023-01-05,50.192957957673926,30.29182159424572,82.95270429624144,62.4593574059013
2023-01-06,49.37025250598314,32.511419398063374,83.15519060503487,63.12479254652326
2023-01-07,51.399774365249215,34.73101720188103,83.3576769138283,63.53435169432805
2023-01-08,53.429296224515284,36.95061500569868,82.8567589422184,64.35967873369631
2023-01-09,55.45881808378136,39.17021280951633,91.43823483563772,64.94704805016036
2023-01-10,57.488339943047436,41.389810613333985,80.19595764770037,63.30906759502432
2023-01-11,59.517861802313504,43.60940841715164,83.13004085228556,63.3661452552612
2023-01-12,61.54738366157958,35.51541883282769,82.86475407018129,62.77620288316937
2023-01-13,63.576905520845656,40.813753300390395,82.59946728807702,62.82159619708058
2023-01-14,65.60642738011173,46.1120877679531,82.33418050597274,63.62064270146332
2023-01-15,66.25964338512613,44.4506566059,83.12712257121288,64.13687961892589
2023-01-16,66.91285939014053,51.09817927781353,81.8036069417642,65.47873611249568
2023-01-17,67.56607539515493,48.34996573309521,89.73770020545456,66.70875025763715
2023-01-18,68.21929140016933,51.22920968971988,89.23250658591724,67.6630119782917
2023-01-19,68.87250740518373,52.81684210526316,88.72731296637991,67.47223729498509
2023-01-20,69.52572341019811,52.69928672413976,88.22211934684259,68.01035316569873
2023-01-21,70.17893941521251,51.869514617477975,87.71692572730527,67.7834563803454
2023-01-22,70.83215542022691,49.65444418959914,87.21173210776794,68.02933603556077
2023-01-23,71.48537142524131,51.24947037138578,86.70653848823062,67.75034125599535
2023-01-24,72.13858743025571,50.18462087519904,86.2013448686933,67.552974251899
2023-01-25,72.79180343527011,51.20033043804405,85.69615124915597,67.25937896152405
2023-01-26,71.97604008157597,47.62101158561734,84.8022238363005,67.77907064478835
2023-01-27,69.88993599580672,46.916026594031486,84.78265251179812,68.31506104967926
2023-01-28,67.80383191003749,46.21806654217966,83.01436901058955,68.65841493719365
2023-01-29,65.71772782426824,45.52010649032784,85.57470001196336,68.54776232947324
2023-01-30,63.23535248847825,49.00038563339575,84.04443040877604,69.66531341580395
2023-01-31,61.82430579675703,52.48066477646367,82.94658888223151,70.42290138892497
2023-02-01,61.00616430254774,55.608225092063016,83.7268428783632,70.86610221310988
2023-02-02,60.188022808338445,57.355867312417786,84.50709687449488,70.60600766855973
2023-02-03,59.36988131412915,54.39474838906884,85.28735087062657,71.52225189827058
2023-02-04,58.55173981991986,59.330175783130215,87.27323954910804,72.06426496895148
2023-02-05,60.8941278722364,55.550683891264455,85.70602378925261,72.01842750677699
2023-02-06,66.04314669295677,62.01198238053494,85.34444271174696,72.43554330350645
2023-02-07,62.785847835466704,58.57697682629552,84.9828616342413,72.12923923456925
2023-02-08,60.92425580290411,60.93665015887556,84.62128055673566,72.00416267781664
2023-02-09,64.5280741439041,58.45095038556794,84.25969947923001,71.6172413048622
2023-02-10,61.98021829143715,56.557323200749344,82.99010231827337,71.12053726468322
2023-02-11,60.126321228450976,56.0300203697845,82.36429555220067,71.0287977687793
2023-02-12,58.2724241654648,55.50271753881966,84.15481471816284,71.51477027959055
2023-02-13,57.52093273089197,58.24369667773031,80.64728894009122,71.27503726787172
2023-02-14,58.772332550746654,61.10147072878855,85.86695377120202,71.13904822714589
2023-02-15,56.58014435166193,60.905105562367616,82.34830486056927,69.90396171720093
2023-02-16,57.43827768197529,59.12768770913853,81.60456473541758,70.09193619048577
2023-02-17,58.296411012288665,57.317077459849166,80.8608246102659,69.4392100450024
2023-02-18,59.15454434260203,55.506467210559805,82.44407264291222,69.00002309466517
2023-02-19,60.012677672915395,55.4899176868942,84.12767483843653,69.10286822228791
2023-02-20,60.870811003228766,54.51775048872265,83.27942698898742,70.14832132050938
2023-02-21,61.72894433354213,52.9593817626342,84.1368401381127,69.93223464431495
2023-02-22,60.75898073066654,56.1679270101354,82.1777239294285,69.52435096628821
2023-02-23,59.78901712779095,56.208829786895365,80.64793899403507,69.29798484899224
2023-02-24,58.81905352491536,55.01487044088159,79.77800503293471,68.18641905166614
2023-02-25,57.84908992203977,51.750400687410654,79.05215443455211,67.53359920189163
2023-02-26,56.87912631916418,48.48593093393971,78.9000215701861,67.30645740974647
2023-02-27,55.909162716288584,56.37244089393523,79.16785304821089,67.99326877144667
2023-02-28,54.939199113413,53.19858767923626,79.50931625079505,67.51863997440228
2023-03-01,53.9692355105374,56.454246447455155,80.03728803038724,67.84219096351067
2023-03-02,52.999271907661814,55.88747932070631,80.32709969111269,67.51467316369676
2023-03-03,52.02930830478623,54.97234203885788,80.61691135183814,67.46454181075924
2023-03-04,51.05934470191063,55.56248881759535,80.90672301256359,67.52976779545243
2023-03-05,51.23994017520119,56.15263559633282,81.19653467328904,67.74296260853649
2023-03-06,51.32850836471434,56.74278237507029,81.48634633401448,67.98979688136436
2023-03-07,51.417076554227485,55.22306029981732,81.77615799473993,68.39612479322366
2023-03-08,51.50564474374063,57.92307593254523,82.06596965546538,67.92509507570944
2023-03-09,51.59421293325378,54.96494045074913,82.35578131619083,66.88617321767748
2023-03-10,51.682781122766926,54.26079029525553,82.64559297691628,66.74409934073041
2023-03-11,51.77134931228008,58.23017667573679,80.78463868819489,67.07438689947664
2023-03-12,51.85991750179323,55.47411838476677,80.01615315606634,66.41084922568652
2023-03-13,51.948485691306374,53.367650892555694,80.23953456614763,66.06336080967138
2023-03-14,52.03705388081952,52.0214675821011,80.4629159762289,65.6138780566027
2023-03-15,52.12562207033267,52.42871477728347,77.85444732107595,65.15240153584973
2023-03-16,53.78858986502233,50.69589331664233,77.88416482903261,64.25546605455438
2023-03-17,51.64866692643572,51.17010277642704,78.56852506175541,63.87254533633509
2023-03-18,49.50874398784912,52.03556029627884,76.85499545151745,63.57879670325478
2023-03-19,48.75328072742934,51.8475754805627,75.14146584127951,62.70196495428214
2023-03-20,47.997817467009554,51.65959066484657,75.15976725927361,63.363328078297016
2023-03-21,47.24235420658977,50.27528358505508,73.81405792235512,62.67866169000047
2023-03-22,46.48689094616999,48.89097650526359,73.02466452987518,61.846061583672466
2023-03-23,47.51253816725823,47.5066694254721,73.33986153005841,60.88487631109952
2023-03-24,48.538185388346456,46.122362345680614,73.14386442398586,60.3130109939165
2023-03-25,49.56383260943469,44.73805526588912,73.20346437104119,59.87784177952117
2023-03-26,50.589479830522926,44.523319671877005,73.26306431809653,59.4294230533482
2023-03-27,51.615127051611154,44.30858407786488,73.32266426515186,58.88981578546476
2023-03-28,52.64077427269939,43.90130695531655,73.38226421220719,58.51240115309889
2023-03-29,51.354312867330634,40.45408013205624,68.88271804639173,57.932943450479016
2023-03-30,50.06785146196189,36.21348187196287,68.13986079911395,57.24191188927117
2023-03-31,48.78139005659313,39.46070334126975,69.4839829841407,57.274396306656925
2023-04-01,47.49492865122438,39.36743282170049,67.50405819680547,57.07439139392303
2023-04-02,46.20846724585562,39.27416230213124,66.6308786808575,56.613526852568484
2023-04-03,44.922005840486875,39.18089178256198,66.25638935609959,56.43675383444204
2023-04-04,43.63554443511812,39.08762126299273,65.88190003134164,56.18023579392968
2023-04-05,44.38637667810235,38.99435074342347,65.51704888251193,55.982559638620884
2023-04-06,41.80842203598852,36.7176407792901,65.36070594964565,55.527077759785655
2023-04-07,41.46216100134802,37.670155211306444,68.74749142009298,55.12806973490518
2023-04-08,41.11589996670753,38.62266964332279,64.38394273230992,54.341512679151094
2023-04-09,40.76963893206704,36.87314682818692,64.00945340755199,53.84491680167713
2023-04-10,40.42337789742654,33.278723814689215,63.634964082794056,53.126288667082235
2023-04-11,40.900937731464815,33.790495102312974,63.260474758036125,53.42954691117154
2023-04-12,41.378497565503096,34.30226638993674,69.50019838826637,53.27727612056062
2023-04-13,41.85605739954137,34.814037677560506,69.33816989440083,53.06317484152889
2023-04-14,42.333617233579645,35.325808965184265,69.17614140053529,52.75413358401933
2023-04-15,42.811177067617926,35.9866030130159,69.01411290666975,52.49530637087872
2023-04-16,43.2887369016562,36.64739706084754,68.8520844128042,52.11615623755897
2023-04-17,43.76629673569448,37.308191108679175,68.69005591893867,51.578135377474226
2023-04-18,44.243856569732756,36.99752768768828,68.52802742507312,50.894721927114546
2023-04-19,44.72141640377103,32.91246212600814,68.36599893120759,50.27986545065126
2023-04-20,45.19897623780931,36.660187629416576,68.20397043734204,50.13595842778507
2023-04-21,45.676536071847586,35.46723287550041,68.0419419434765,49.45719520177723
2023-04-22,46.15409590588587,36.80655951969572,67.87991344961095,48.899610050759
2023-04-23,46.63165573992414,29.5643675542819,67.71788495574542,48.26784492950412
2023-04-24,47.109215573962416,33.03476311556891,67.55585646187987,48.054406452870055
2023-04-25,47.5867754080007,35.51024266338333,67.39382796801434,47.80517874536338
2023-04-26,48.06433524203897,28.900585670930106,59.07792522139938,46.825117616335746
2023-04-27,47.27161456987226,27.23785916077277,58.86044473914794,46.033946257932726
2023-04-28,46.47889389770555,25.575132650615437,58.02548422452108,45.592149331965125
2023-04-29,45.68617322553884,24.873326611693674,57.190523709894215,44.81686474183151
2023-04-30,44.89345255337213,24.17152057277191,57.10930698436079,44.34680589704152
2023-05-01,44.10073188120541,23.469714533850148,57.93325992870303,43.734222207884386
2023-05-02,43.3080112090387,22.767908494928385,57.391441020562766,43.053349926103124
2023-05-03,42.51529053687199,22.066102456006618,56.8496221124225,42.42561094506119
2023-05-04,41.72256986470528,21.36429641708486,56.30780320428224,41.38553205245543
2023-05-05,30.57338922455296,20.662490378163092,55.765984296141966,41.14662056790596
2023-05-06,30.380970171238104,19.96068433924133,55.2241653880017,40.21835215291522
2023-05-07,30.188551117923247,19.258878300319566,54.68234647986144,39.42493632762287
2023-05-08,29.996132064608393,18.557072261397803,54.14052757172117,38.29306580932767
2023-05-09,29.803713011293535,17.85526622247604,53.59870866358091,37.970504862382036
2023-05-10,29.611293957978678,17.153460183554277,53.05688975544064,37.205164654152185
2023-05-11,29.41887490466382,19.76048145861035,52.51507084730038,36.60526581162124
2023-05-12,29.226455851348963,22.367502733666424,51.973251939160114,36.19028085387186
2023-05-13,29.03403679803411,24.974524008722497,51.43143303101985,35.79069131685603
2023-05-14,28.84161774471925,24.11268884183412,50.88961412287958,35.34280088031117
2023-05-15,28.649198691404393,23.233682159514156,50.347795214739314,34.875344983442396
2023-05-16,28.456779638089536,22.35467547719419,49.80597630659905,34.675703674484716
2023-05-17,28.26436058477468,21.475668794874224,49.264157398458785,34.305068596304906
2023-05-18,28.07194153145982,20.596662112554256,48.72233849031852,33.00928507856302
2023-05-19,27.879522478144967,19.717655430234288,48.180519582178256,31.85507023594286
2023-05-20,27.68710342483011,16.180678771447276,47.63870067403799,30.758174893297156
2023-05-21,27.494684371515252,16.138316319055573,47.09688176589772,30.438708903128884
2023-05-22,27.302265318200394,16.095953866663873,46.55506285775746,29.7799509828704
2023-05-23,27.109846264885537,16.05359141427217,46.01324394961719,29.384359499900636
2023-05-24,26.917427211570683,16.011228961880466,45.47142504147693,28.993250922424465
2023-05-25,26.725008158255825,15.968866509488764,44.45341246867991,28.383458045062316
2023-05-26,26.532589104940968,15.92650405709706,43.43539989588289,27.923247837630846
2023-05-27,26.211406840691605,15.88414160470536,42.41738732308587,27.523235579907094
2023-05-28,25.89022457644224,15.235009540639554,41.39937475028886,27.049819415213005
2023-05-29,25.569042312192877,14.585877476573748,40.38136217749184,26.37282064310899
2023-05-30,25.247860047943515,13.936745412507943,39.36334960469482,25.90352487243329
2023-05-31,24.926677783694153,13.287613348442136,38.89203117144294,25.68912389598271
2023-06-01,24.605495519444787,12.638481284376331,38.10360604170358,25.29887656727037
2023-06-02,24.284313255195425,11.989349220310526,38.23360956489055,24.836447631537297
2023-06-03,23.903652089220323,11.34021715624472,40.928563656561,24.549365130557522
2023-06-04,23.52299092324522,10.691085092178914,40.40569338840801,23.906810667178036
2023-06-05,23.14232975727012,10.472074784974097,39.16084648054283,23.47872472763626
2023-06-06,22.761668591295017,10.25306447776928,35.1442810071344,22.998101736397366
2023-06-07,22.381007425319915,9.745083925774377,35.34086578622606,22.206905622385058
2023-06-08,22.000346259344813,9.237103373779476,29.63745014012663,21.166117673621198
2023-06-09,21.61968509336971,9.246488393895266,28.66831476438572,20.593897021474213
2023-06-10,21.23902392739461,9.255873414011058,27.699179388644804,19.982354284474113
2023-06-11,20.858362761419507,9.265258434126848,26.904168374519497,19.373275332772188
2023-06-12,20.477701595444405,7.5810047220514365,26.430937448559295,18.871093933450343
2023-06-13,19.460838518173727,8.44825294635063,25.957706522599093,18.46771393639986
2023-06-14,18.44397544090305,9.315501170649824,25.22681828609154,18.010339406710663
2023-06-15,17.42711236363237,11.804623270273016,24.919184504712277,18.135385595708478
2023-06-16,16.410249286361697,9.91025120817122,24.611550723333014,17.71082228557892
2023-06-17,15.393386209091018,6.335934506690463,24.714131662207397,17.182330941708667
2023-06-18,15.645834997121003,6.752767762595256,25.18060403703142,16.769538832462736
2023-06-19,15.898283785150989,9.354772860654412,24.293651746671728,16.492399693983135
2023-06-20,13.990073066237908,9.6681957360591,23.684786120425812,16.558429960416234
2023-06-21,12.081862347324826,9.287076131344367,24.16045342015028,16.91058977987961
2023-06-22,11.531553068659539,9.67473280945925,23.272032239407185,16.316749495621544
2023-06-23,10.981243789994252,10.084671761188563,23.06565529889787,15.399254726621626
2023-06-24,10.430934511328967,10.494610712917876,22.859278358388558,15.61951831060291
2023-06-25,9.88062523266368,10.306492253703528,22.652901417879242,15.204304857661807
2023-06-26,10.49055858504954,8.39105307274893,22.44652447736993,14.599838252654791
2023-06-27,12.025982560559623,7.177838280954667,22.120091961214737,13.52617444340927
2023-06-28,13.561406536069704,9.115906380377481,22.06235169339567,13.355195763866439
2023-06-29,15.096830511579787,9.564494808122344,22.004611425576602,13.645083585695527
2023-06-30,15.096830511579787,9.620420081243696,21.94687115775753,13.537988741335067
