,cloudPercent,SCA_cloudFree,SCA,SCA_error
2023-01-29,0.17731440964955672,58.10848999023437,35.074916499047774,0.08865720482477836
2023-01-30,0.26635211749933413,58.45135498046875,35.27382552762095,0.13317605874966706
2023-01-31,0.2880407899242799,58.81778717041016,35.49221018627941,0.14402039496213995
2023-02-01,0.2834747536242913,58.10259246826172,35.062763948572275,0.14173737681214565
2023-02-02,0.28385525664929034,57.330360412597656,34.598606402387475,0.14192762832464517
2023-02-03,0.24999048742437502,56.33522033691406,34.002652972515925,0.12499524371218751
2023-02-04,0.23743388759940642,55.82642364501953,33.69741541079147,0.11871694379970321
2023-02-05,0.28918229899927705,56.54651260375976,34.127149654266645,0.14459114949963853
2023-02-06,0.2526540085993684,56.84907150268555,34.31147925877407,0.1263270042996842
2023-02-07,0.29032380807427416,56.833141326904304,34.29932590748938,0.14516190403713708
2023-02-08,0.2035691183744911,54.9366340637207,33.163893027998874,0.10178455918724555
2023-02-09,0.21117917887447207,54.093719482421875,32.656296440575346,0.10558958943723604
2023-02-10,0.2724401658993189,55.158946990966804,33.2941329531635,0.13622008294965945
2023-02-11,0.24009740877439975,55.671863555908196,33.604298924770184,0.12004870438719988
2023-02-12,0.23591187549941023,54.550025939941406,32.92975191425721,0.11795593774970511
2023-02-13,0.2709181537993227,53.96295928955078,32.57524451975781,0.13545907689966136
2023-02-14,0.2130816939994673,48.45451354980469,29.262953360854283,0.10654084699973365
2023-02-15,0.21117917887447207,48.51710891723633,29.300590501565154,0.10558958943723604
2023-02-16,0.21802823332445492,50.83800506591797,30.697124261095134,0.10901411666222746
2023-02-17,0.21498420912446253,49.88978576660156,30.12659819718252,0.10749210456223127
2023-02-18,0.21498420912446253,49.554401397705085,29.924794585541235,0.10749210456223127
2023-02-19,0.3333206498991667,42.42238998413086,25.642370065277078,0.16666032494958335
2023-02-20,0.3333206498991667,42.10764694213868,25.453358970343952,0.16666032494958335
2023-02-21,0.37251246147406875,43.949825286865234,26.562004467370613,0.18625623073703437
2023-02-22,0.3732734675240668,44.01177215576172,26.59922640932454,0.1866367337620334
2023-02-23,0.3489212739241277,42.540382385253906,25.714391209971144,0.17446063696206385
2023-02-24,0.3340816559491648,40.9912109375,24.78297969094831,0.1670408279745824
2023-02-25,0.37822000684905444,36.769935607910156,22.253869582516188,0.18911000342452722
2023-02-26,0.2990753776492523,40.37020492553711,24.406683690161206,0.14953768882462615
2023-02-27,0.2990753776492523,39.3301887512207,23.781771722766507,0.14953768882462615
2023-02-28,0.320383547049199,37.914302825927734,22.933587060976752,0.1601917735245995
2023-03-01,0.30021688672424945,37.25329208374023,22.533977421846597,0.15010844336212473
2023-03-02,0.29717286252425706,36.84545135498047,22.28852339152681,0.14858643126212853
2023-03-03,0.4033332064989917,37.26107406616211,22.55178918530419,0.20166660324949584
2023-03-04,0.37898101289905256,40.3450813293457,24.399302560645086,0.18949050644952628
2023-03-05,0.296411856474259,39.67148971557617,23.986573293913874,0.1482059282371295
2023-03-06,0.3333206498991667,39.170013427734375,23.689236327456147,0.16666032494958335
2023-03-07,0.32799360754918,38.92803192138672,23.54333055213971,0.16399680377459
2023-03-08,0.32913511662417716,36.97524642944336,22.37067851372167,0.16456755831208858
2023-03-09,0.42540238194893654,37.05925750732422,22.433590489399812,0.21270119097446827
